key	status	code	year	title	stage	contribution	evidence	setting	priority
doi:10.3389/fpubh.2026.1833611	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/frobt.2021.744526	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fspor.2024.1408887	excluded	E1-primary-research-automation							medium
doi:10.3389/or.2026.1757059	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/a18080499	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/agriculture16141518	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/ai7020077	excluded	E1-primary-research-automation							medium
doi:10.3390/aieduc2020008	included		2026	Auditing GenAI Literature Search Workflows: A Replicable Protocol for Traceable, Accountable Retrieval in Student-Facing Inquiry	search	evaluation	human-agree	general	medium
doi:10.3390/app10176125	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app11093986	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app14093842	deep-read		2024	Reproducibility and Data Storage for Active Learning-Aided Systematic Reviews	screen	guideline	none	general	high
doi:10.3390/app16052493	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app16147303	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/asi9070149	excluded	E1-primary-research-automation							medium
doi:10.3390/bioengineering11040342	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/biomimetics10110723	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/electronics14010120	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/electronics15030524	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/en19061588	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/fi17020076	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/fire9030131	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/healthcare12040446	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/healthcare13101205	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/ijerph20156438	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/informatics12010009	included		2025	Evaluating the Reliability of ChatGPT for Health-Related Questions: A Systematic Review	screen	evaluation	human-agree	med	medium
doi:10.3390/jcs8040131	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/s25020464	included		2025	Mapping the Green Urban: A Comprehensive Review of Materials and Learning Methods for Green Infrastructure Mapping	screen	method	none	general	medium
doi:10.3390/s25051318	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/sci7030124	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/socsci14010030	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/su12062420	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/su12145502	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/w17202994	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.36227/techrxiv.23589741.v4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.36652/0869-4931-2025-79-11-519-523	excluded	E1-primary-research-automation							medium
doi:10.36713/epra26155	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.38124/ijisrt/26aug075	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.38124/ijisrt/26jul649	excluded	E1-primary-research-automation							medium
doi:10.4230/oasics.icpec.2023.9	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.4274/thoracrespract.2025.2025-6-3	excluded	E1-primary-research-automation							medium
doi:10.46328/ijte.1028	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.46799/ajesh.v5i6.779	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.47191/ijcsrr/v9-i8-10	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.47191/ijsshr/v9-i8-06	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.48009/4_iis_2021_320-329	included		2021	COVID-19 LITERATURE TREND AND TOPICS ANALYSES USING INTELLIGENT TEXT MINING	synthesize	method	none	med	medium
doi:10.51214/biis.v4i2.1657	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5256/f1000research.201984.r501334	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5256/f1000research.204148.r504163	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5256/f1000research.205729.r505624	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.52690/jitim.v6i2.1526	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5281/zenodo.21854967	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5281/zenodo.21854968	excluded	E6-duplicate-or-superseded							medium
doi:10.52876/jcs.1227392	excluded	E1-primary-research-automation							medium
doi:10.5334/pme.954	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5455/aim.2024.33.4-10	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.55982/openpraxis.17.1.750	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.57197/jdr-2026-0937	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5753/sbbd_estendido.2025.247977	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5753/sbes.2025.11612	included		2025	Comparing LLMs and Proposing an ML-Based Approach for Search String Generation in Systematic Literature Reviews	search	method	benchmark	se	medium
doi:10.5867/medwave.2020.11.8092	included		2020	Living systematic review: new inputs and challenges	meta	guideline	none	med	medium
doi:10.58776/ijitcsa.v4i2.262	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.59188/eduvest.v6i8.53181	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.59188/eduvest.v6i8.53268	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.59261/inkubis.v8i2.363	excluded	E1-primary-research-automation							medium
doi:10.5954/icarob.2023.gs3-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.6007/ijarped/v15-i3/28576	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.6084/m9.figshare.33169523	included		2026	Technical Report - An Auditable Multi-Agent Framework for LLM-Assisted Extraction and Classification of Usability and UX Aspects in SMS	extract	system	none	se	medium
doi:10.6084/m9.figshare.33169523.v2	excluded	E6-duplicate-or-superseded							medium
doi:10.64898/2026.01.10.698833	excluded	E1-primary-research-automation							medium
doi:10.64898/2026.01.23.701317	included		2026	Set-up, validation, evaluation, and cost-benefit analysis of an AI-assisted assessment of responsible research practices in a sample of life science publications	appraise	evaluation	human-agree	med	medium
doi:10.64898/2026.03.26.26349194	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.64898/2026.07.04.26357263	included		2026	A large language model-assisted workflow for generating a living evidence base for climate-sensitive foodborne disease	screen	method	human-agree	med	medium
doi:10.64898/2026.07.17.739284	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.65069/ara21202614	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.66206/eduheart.ijnhha.121	excluded	E1-primary-research-automation							medium
doi:10.66238/fsrma113	excluded	E1-primary-research-automation							medium
doi:10.66238/fsrma115	excluded	E1-primary-research-automation							medium
doi:10.66238/fsrma116	excluded	E1-primary-research-automation							medium
doi:10.69768/55yg1b04	excluded	E1-primary-research-automation							medium
doi:10.7150/thno.108552	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.7551/mitpress/5188.003.0008	excluded	E4-before-window							medium
doi:10.7717/peerj-cs.3769	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.7717/peerj-cs.3882	included		2026	A large language model-driven scientific literature surveys generation framework based on multi-agents and retrieval-augmented generation	report	method	human-agree	general	medium
doi:10.7717/peerj-cs.3950	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.7753/ijcatr1312.1022	excluded	E1-primary-research-automation							medium
doi:10.7759/cureus.100845	excluded	E1-primary-research-automation							medium
doi:10.7759/cureus.109161	excluded	E1-primary-research-automation							medium
doi:10.9781/ijimai.2023.07.006	excluded	E2-generic-nlp-no-synthesis-framing							medium
t:3ddefectbenchacontrolledfactorialstudyofvisionlanguagemodelevaluationpipelinesfo	excluded	E2-generic-nlp-no-synthesis-framing							medium
t:avavlmadaptivevisualattentionvisionlanguagemodelforinthewildconstructionsitemoni	excluded	E1-primary-research-automation							medium
t:beyondtheleaderboardasynthesisoftooluseplanningandreasoningfailuresinlargelangua	excluded	E2-generic-nlp-no-synthesis-framing							medium
t:buildingsystematicreviewsusingautomatictextclassificationtechniques	excluded	E4-before-window							medium
doi:10.1016/j.jval.2024.03.1490	included		2024	MSR57 Transforming Systematic Literature Reviews: Unleashing the Potential of GPT-4: A Cutting-Edge Large Language Model, to Elevate Research Synthesis	synthesize	method	none	med	medium
doi:10.1016/j.jval.2024.03.2418	included		2024	MSR103 Optimizing Systematic Literature Reviews in Endometrial Cancer: Leveraging AI for Real-Time Article Screening and Data Extraction in Clinical Trials	screen	method	none	med	medium
doi:10.1186/s12874-024-02224-3	included		2024	Machine learning models for abstract screening task - A systematic literature review application for health economics and outcome research	screen	evaluation	human-agree	med	medium
doi:10.1016/j.jval.2024.03.1448	included		2024	MSR15 Revolutionizing Systematic Literature Reviews: Harnessing the Power of Large Language Model (GPT-4) for Enhanced Research Synthesis	synthesize	method	none	med	medium
doi:10.1016/j.jval.2024.03.1492	included		2024	MSR59 Advancing Systematic Literature Reviews: The Integration of AI-Powered NLP Models in Data Collection Processes	extract	method	none	med	medium
doi:10.1016/j.jval.2023.09.2190	parked								medium
doi:10.1007/s00799-015-0156-0	parked								medium
t:proceduresforperformingsystematicreviews	parked								medium
doi:10.1016/j.rtbm.2026.101806	parked								medium
doi:10.1016/s0146-0005(97)80013-4	parked								medium
doi:10.1038/d41586-021-03690-1	parked								medium
doi:10.1016/j.infsof.2016.09.002	parked								medium
doi:10.1016/j.infsof.2020.106257	parked								medium
doi:10.1016/j.infsof.2020.106298	parked								medium
doi:10.1016/j.infsof.2020.106293	parked								medium
doi:10.1007/s10664-021-09992-2	parked								medium
doi:10.1016/j.jss.2021.111044	parked								medium
doi:10.1016/j.jss.2021.111081	parked								medium
doi:10.1007/s10270-022-01050-9	parked								medium
doi:10.1016/j.jss.2023.111796	parked								medium
doi:10.1038/nature25753	parked								medium
doi:10.1007/s10654-019-00576-5	parked								medium
doi:10.1016/j.jclinepi.2008.02.004	parked								medium
doi:10.1016/j.jclinepi.2015.08.032	parked								medium
doi:10.1016/j.jclinepi.2017.08.010	parked								medium
doi:10.1016/j.jval.2019.09.1736	parked								medium
doi:10.1016/j.eururo.2021.03.016	parked								medium
doi:10.1016/j.critrevonc.2022.103706	parked								medium
doi:10.46658/jbirm-17-04	parked								medium
doi:10.1016/j.jclinepi.2022.05.001	parked								medium
doi:10.1016/j.jclinepi.2022.09.020	parked								medium
doi:10.1016/j.infsof.2012.04.003	parked								medium
doi:10.1016/j.jbi.2013.10.005	parked								medium
doi:10.1016/j.artmed.2010.10.005	parked								medium
doi:10.1016/j.ajp.2011.03.003	parked								medium
doi:10.1016/j.artmed.2012.05.002	parked								medium
doi:10.1016/j.jclinepi.2004.11.024	parked								medium
doi:10.1016/j.infsof.2010.05.003	parked								medium
doi:10.1016/j.jclinepi.2008.10.016	parked								medium
doi:10.1016/j.jbi.2016.10.014	parked								medium
doi:10.1016/j.compag.2018.12.044	parked								medium
doi:10.1016/j.cities.2024.105169	parked								medium
doi:10.1016/j.envdev.2024.101019	parked								medium
doi:10.1016/j.is.2023.102231	parked								medium
doi:10.1007/s11069-024-07064-4	parked								medium
doi:10.1016/j.ijme.2025.101283	parked								medium
doi:10.1007/s12530-023-09494-0	parked								medium
doi:10.1007/s10796-023-10432-3	parked								medium
doi:10.1007/s13744-025-01268-4	parked								medium
doi:10.6007/ijarbss/v14-i12/24160	parked								medium
doi:10.1007/s11105-023-01373-x	parked								medium
doi:10.1007/s10869-023-09890-y	parked								medium
doi:10.1016/j.technovation.2023.102903	parked								medium
doi:10.1016/j.enbuild.2025.116238	parked								medium
doi:10.1007/978-3-031-56481-9_22	parked								medium
doi:10.1007/978-3-031-07472-1_8	parked								medium
doi:10.1007/978-3-662-69306-3_4	parked								medium
doi:10.1063/5.0154563	parked								medium
doi:10.1007/978-3-031-66982-8_5	parked								medium
doi:10.1007/s00210-025-04139-2	parked								medium
doi:10.1016/j.knosys.2025.114344	parked								medium
doi:10.1016/j.watres.2025.124530	parked								medium
doi:10.2139/ssrn.5526753	parked								medium
doi:10.1016/b978-0-443-29210-1.00069-8	parked								medium
doi:10.1007/978-3-032-07718-9_52	parked								medium
doi:10.1016/j.cose.2026.104869	parked								medium
doi:10.1007/s42087-026-00647-6	parked								medium
doi:10.2139/ssrn.5254765	parked								medium
t:theprisma2020statementanupdatedguidelineforreportingsystematicreviews	parked								medium
doi:10.3233/jnd-200546	parked								medium
t:automatedliteratureanalysisthreatsandexperiences	excluded	E4-before-window							medium
t:thesignificantcostofsystematicreviewsandmetaanalysesacallforgreaterinvolvementof	excluded	E4-before-window							medium
t:amachinelearningapproachforsemiautomatedsearchandselectioninliteraturestudies	excluded	E4-before-window							medium
t:automaticbooleanqueryrefinementforsystematicreviewliteraturesearch	excluded	E4-before-window							medium
