key	status	code	year	title	cluster	priority	relevance	url
doi:10.1109/cicsyn.2013.26	screened		2013	Guard dependencies in dataflow traces	dataflow-analysis	high	Dynamic-dataflow execution traces with explicit guard-enable and guard-disable dependency kinds	
doi:10.5075/epfl-thesis-6663	screened		2015	Execution-trace graphs for dynamic dataflow	dataflow-analysis	high	Expanded execution-trace-graph treatment of action firings and token, state, port, and guard dependencies	
doi:10.1109/acssc.2013.6810613	candidate		2013	Systems design space exploration by serial dataflow program execution	dataflow-analysis	medium	Finite approximate design-space reconstruction from serial dynamic-dataflow execution	
doi:10.1109/access.2022.3170094	screened		2022	MTL-directed Time Petri-net slicing	property-directed-reduction	high	Initial-marking and MTL-property-directed Time Petri Net slicing with property-checking path preservation	
doi:10.1145/3543622.3573196	screened		2023	Eliminating unnecessary dataflow-circuit dynamism	property-directed-reduction	high	Model-checking proof that generic dataflow-handshake behaviors are unnecessary before behavior-preserving circuit simplification	
doi:10.1109/iccad57390.2023.10323796	screened		2023	Inductive invariants for dataflow circuits	property-directed-reduction	high	HLS-informed automatic inductive invariants for scalable dataflow-circuit property verification	
doi:10.1109/async.2003.1199172	candidate		2003	An analysis of determinacy using a trace-theoretic model of asynchronous circuits	dataflow-semantics	medium	Trace-theoretic determinacy and compositional hiding for asynchronous circuits	
doi:10.1109/async65240.2025.00020	candidate		2025	Translating General Slack Elastic Programs into Dataflow Circuits	dataflow-runtime	medium	Translation of general slack-elastic programs with repeated channel actions into dataflow circuits	
doi:10.1109/tmscs.2018.2790921	screened		2018	Complete execution-trace graphs for DPNs	dataflow-analysis	high	Complete execution-trace-graph representation intended to cover all admissible trajectories of a dynamic dataflow process network	
doi:10.1109/acssc.2017.8335388	candidate		2017	Execution trace graph based interface synthesis of signal processing dataflow programs for heterogeneous MPSoCs	dataflow-analysis	medium	Systematic MPSoC interface identification and synthesis from execution-trace-graph data exchanges	
doi:10.1007/s11265-015-0971-y	screened		2016	Conformance between dataflow and hardware	dataflow-semantics	high	Formal conformance from synchronous hardware FSMs to asynchronous queued-dataflow processes preserving worst-case throughput and latency	
doi:10.1109/samos.2014.6893194	excluded	E7-duplicate-version	2014	On tokens and signals: Bridging the semantic gap between dataflow models and hardware implementations	dataflow-semantics	medium	Conference predecessor superseded by the retained 2016 journal article	
doi:10.21236/ada563897	excluded	E7-duplicate-version	2012	On Tokens and Signals: Bridging the Semantic Gap between Dataflow Models and Hardware Implementations	dataflow-semantics	medium	Technical-report predecessor superseded by the retained 2016 journal article	
doi:10.3233/fi-222148	screened		2023	Maximal and minimal dynamic Petri-net slices	property-directed-reduction	high	Proved maximal and minimal Petri-net slices for token contribution to requested places	
doi:10.46298/.7346	excluded	E7-duplicate-version	2023	Maximal and minimal dynamic Petri net slicing	property-directed-reduction	low	Broken metadata alias of the retained canonical journal record	
doi:10.1002/asjc.1031	screened		2015	Structural-dependency dynamic Petri-net slicing	property-directed-reduction	high	Marking-sensitive dynamic Petri-net slicing built from a structural dependency graph	
doi:10.1145/3626202.3637570	screened		2024	Balancing away spurious circuit dynamism	property-directed-reduction	high	Latency and occupancy balancing that suppresses spurious stalls and exposes dataflow-handshake simplifications	
doi:10.1109/memcod.2009.5185393	screened		2009	Bounded dataflow and latency-insensitive circuits	dataflow-semantics	high	Modular refinement from synchronous machines to bounded latency-insensitive dataflow networks with cycle-accurate preservation	
doi:10.1007/bf02280834	screened		1994	Fully abstract dataflow trace semantics	dataflow-semantics	high	Fully abstract compositional trace model for nondeterministic FIFO dataflow and more general asynchronous channels	
doi:10.1145/75277.75291	excluded	E7-duplicate-version	1989	A fully abstract trace model for dataflow networks	dataflow-semantics	medium	Conference predecessor superseded by the retained 1994 journal article	
doi:10.1109/samos.2016.7818327	screened		2016	Translating Kahn processes to firing actors	dataflow-semantics	high	Meaning-preserving translation from Kahn processes to firing-based dataflow actors	
doi:10.1007/978-3-662-48650-4_3	screened		2015	Timed aggregate graphs for Time Petri Nets	property-directed-reduction	high	Finite timed aggregate graph preserving timed traces and reachable states of bounded strong-semantics Time Petri Nets	
doi:10.1007/s10626-018-0272-2	screened		2018	Observers from dynamic observation policies	observer-equivalence	high	Deterministic observer construction for the observed-event language induced by state-dependent observation policies	
doi:10.3390/math14061058	screened		2026	Minimal event observation for supervision	observer-equivalence	high	MILP minimization of an observable event alphabet while preserving supervisor control equivalence	
doi:10.1145/3706628.3708872	candidate		2025	Latency Insensitivity Testing for Dataflow HLS Designs	hardware	high	Schedule-guided latency-insensitivity testing over input-delay and backpressure scenarios for dataflow HLS designs	
doi:10.1007/bfb0040252	screened		1990	Generalized Kahn principle	dataflow-semantics	high	Generalized Kahn principle for nondeterministic systems over abstract asynchronous networks and event-structure models	
doi:10.1109/pdp.2016.34	screened		2016	Composite dataflow/Kahn execution	dataflow-runtime	high	Hierarchical parametric composite dataflow and Kahn-process execution model with dynamic distributed scheduling	
doi:10.1109/memcod.2015.7340485	screened		2015	Latency-insensitive dataflow blocks	hardware	high	Latency-insensitive dataflow buffers proved to preserve token sequences without loss duplication or reordering under eventual progress	
doi:10.1109/fdl.2018.8524052	screened		2018	SCADE to multicore Kahn implementation	dataflow-semantics	high	Scade 6 path from Kahn denotational semantics to a multicore Kahn implementation	
doi:10.4204/eptcs.323.1	screened		2020	Complete language for faceted dataflow	dataflow-semantics	high	Complete categorical language for value-routed faceted dataflow programs and workflow equivalence	
doi:10.1007/3-540-51285-3_43	screened		1989	Comparing fully abstract dataflow models	dataflow-semantics	high	Isomorphism comparison of the Jonsson and Kok fully abstract dataflow models	
doi:10.1007/978-3-642-02424-5_2	screened		2009	Unifying Petri-net token-flow semantics	dataflow-semantics	high	Unifying Petri-net semantics based on token-flow objects	
doi:10.1109/tc.2008.214	screened		2009	Process algebra for latency insensitivity	dataflow-semantics	high	Process-algebraic latency-insensitive model with composition liveness deadlock-freedom and stream latency-equivalence checks	
doi:10.1007/978-3-031-61433-0_9	screened		2024	Petri-net token-trail language	dataflow-semantics	high	Token-trail semantics relating Petri nets to their net language	
doi:10.1007/s11265-012-0682-6	screened		2013	Port-based mixed actor model	dataflow-runtime	high	Per-port actor model combining Kahn-process dynamism with decidable-dataflow analysis	
doi:10.1007/978-3-642-31131-4_15	screened		2012	Safety slicing for Petri nets	property-directed-reduction	high	Petri-net slicing that preserves scoped stutter-invariant linear-time safety properties	
doi:10.1109/coase.2016.7743519	screened		2016	Petri-net reconstruction from observations	observer-equivalence	high	Reconstructs unknown Petri-net structure from asynchronous observations of token-change sequences	
doi:10.1109/date.2004.1269025	screened		2004	Generalized latency-insensitive systems	hardware	high	Extends latency-insensitive systems to conditional channel use arbitrary network topology and multiple clock domains	
doi:10.1109/tc.2006.188	screened		2006	Validation of latency-insensitive protocols	hardware	high	Dynamic and formal validation frameworks for families of latency-insensitive protocols using latency equivalence	
doi:10.1109/emsoft.2015.7318265	screened		2015	Translating dataflow actors to Kahn processes	dataflow-semantics	high	Classifies Kahn-compatible dataflow actors and translates compatible actors into Kahn processes	
doi:10.3233/fi-2009-134	screened		2009	Token-flow unfolding semantics	dataflow-semantics	high	Token-flow and reduced-token-flow unfoldings preserve complete partial-order behavior while avoiding redundant process representations	
doi:10.3233/fi-2009-148	screened		2009	Modular finite complete prefixes	dataflow-semantics	high	Modular message-passing construction of a finite complete Petri-net unfolding prefix from component interface summaries without constructing the global system	
doi:10.3233/fi-242196	screened		2024	Symbolic high-level complete prefixes	dataflow-semantics	high	Complete finite prefixes for symbolic unfoldings of safe high-level Petri nets and an extended infinite-marking class	
doi:10.1007/978-3-540-89287-8_12	screened		2008	Complete prefixes for contextual nets	dataflow-semantics	high	Complete-prefix construction directly over contextual nets while preserving concurrent read-only access	
doi:10.1007/11767589_8	screened		2006	Symbolic complete prefixes for safe time nets	dataflow-semantics	high	Complete finite prefixes of symbolic unfoldings for safe Time Petri Nets using bounded symbolic token-age information	
doi:10.1007/s10703-013-0188-2	screened		2013	Parametric-stopwatch symbolic unfoldings	dataflow-semantics	high	Symbolic unfoldings carry stopwatch and parameter constraints; finite complete prefixes are proved only for the ordinary safe Time Petri Net subclass	
doi:10.1109/access.2022.3165185	screened		2022	Full prefixes for transition information flow	observer-equivalence	high	Finite full prefix for reveals, excludes, and exact maximal-run transition-footprint computation in 1-safe free-choice nets	
doi:10.1007/978-3-662-53401-4_3	deep-read		2016	Reveals/excludes observer semantics	observer-equivalence	high	Reveals, excludes, extended-reveals, and occurrence-count-sensitive repeated-reveals semantics over maximal Petri-net runs	
